Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Gender,Scholarship holder,Unemployment rate,Inflation rate,GDP,Target,Adult
1,1,1,9500,1,Complete Secondary Education,150.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,136.5,1,0,0,1,9.4,-0.8,-3.12,1,0
2,1,5,9500,1,Complete Secondary Education,130.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Technicians,122.3,0,0,0,0,7.6,2.6,0.32,1,0
1,17,1,9070,1,Complete Secondary Education,133.1,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Administrative,128.0,0,0,0,1,9.4,-0.8,-3.12,1,1
1,1,1,9238,1,Complete Secondary Education,154.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,156.5,1,1,0,1,12.7,3.7,-1.7,1,0
1,1,1,9670,1,Complete Secondary Education,126.0,Other Specific Qualifications,Incomplete Secondary Education,Agriculture and Fishery,Agriculture and Fishery,125.7,0,0,0,0,15.5,2.8,-4.06,1,0
1,1,1,9773,1,Complete Secondary Education,150.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Administrative,143.0,0,0,0,0,12.7,3.7,-1.7,1,0
1,17,5,9500,1,Complete Secondary Education,141.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,131.9,1,0,0,1,15.5,2.8,-4.06,1,0
2,43,1,9991,0,Complete Secondary Education,134.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,113.7,0,0,0,0,9.4,-0.8,-3.12,1,1
1,17,2,171,1,Complete Secondary Education,146.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Professionals,Professionals,155.1,1,0,0,0,13.9,-0.3,0.79,1,0
1,16,3,9853,1,Complete Secondary Education,134.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,121.1,1,0,0,0,10.8,1.4,1.74,1,0
1,1,3,9500,1,Complete Secondary Education,139.0,Complete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Professionals,130.3,1,0,0,1,9.4,-0.8,-3.12,1,0
1,1,6,9500,1,Complete Secondary Education,136.0,Complete Secondary Education,Complete Secondary Education,Technicians,Administrative,123.3,0,0,0,0,9.4,-0.8,-3.12,0,0
1,1,5,9773,1,Complete Secondary Education,110.0,Incomplete Secondary Education,Other Specific Qualifications,Professionals,Administrative,117.4,1,0,0,0,11.1,0.6,2.02,1,0
1,5,1,9670,1,Complete Secondary Education,135.0,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,140.3,1,0,0,0,12.4,0.5,1.79,1,0
1,17,4,9500,1,Complete Secondary Education,129.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Administrative,120.0,1,0,0,0,10.8,1.4,1.74,1,0
1,17,1,9147,1,Complete Secondary Education,139.0,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Administrative,133.4,0,0,0,0,9.4,-0.8,-3.12,1,0
1,1,4,9500,1,Complete Secondary Education,137.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Agriculture and Fishery,126.7,1,0,0,0,15.5,2.8,-4.06,0,0
1,17,3,9500,1,Complete Secondary Education,138.0,Complete Secondary Education,Incomplete Secondary Education,Agriculture and Fishery,Craft and Related Trades,129.3,1,0,0,1,12.4,0.5,1.79,1,0
1,17,6,9500,1,Complete Secondary Education,136.0,Higher Education - Undergraduate,Other Specific Qualifications,Management,Plant and Machine Operators,125.7,1,0,0,0,11.1,0.6,2.02,1,0
1,1,1,9773,1,Complete Secondary Education,143.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Administrative,144.8,0,0,0,0,16.2,0.3,-0.92,1,0
1,1,1,9254,1,Complete Secondary Education,133.1,Other Specific Qualifications,Incomplete Secondary Education,Professionals,Professionals,98.6,0,0,0,0,12.7,3.7,-1.7,0,1
1,1,1,9853,1,Complete Secondary Education,136.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,126.9,1,0,0,1,11.1,0.6,2.02,1,0
1,17,1,9238,1,Complete Secondary Education,139.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,146.7,1,0,0,1,15.5,2.8,-4.06,1,0
1,1,1,9500,1,Complete Secondary Education,125.0,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Technicians,117.0,0,0,0,1,9.4,-0.8,-3.12,1,1
1,44,1,9085,1,Other,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,130.0,1,0,0,0,11.1,0.6,2.02,0,1
1,17,1,9238,1,Complete Secondary Education,137.0,Complete Secondary Education,Other Specific Qualifications,Administrative,Craft and Related Trades,125.8,0,0,0,1,12.7,3.7,-1.7,0,0
2,39,1,9991,0,Higher Education - Bachelor/Degree,130.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Elementary Occupations,160.0,0,0,0,0,12.7,3.7,-1.7,0,1
2,43,2,9147,1,Complete Secondary Education,160.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,96.0,0,0,0,0,10.8,1.4,1.74,0,1
1,18,1,9147,1,Complete Secondary Education,100.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Administrative,101.8,1,0,0,0,10.8,1.4,1.74,1,1
1,1,1,9238,1,Complete Secondary Education,136.0,Incomplete Secondary Education,Complete Secondary Education,Technicians,Professionals,125.2,1,0,0,0,7.6,2.6,0.32,1,0
1,43,1,8014,0,Complete Secondary Education,117.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,100.0,0,0,0,0,13.9,-0.3,0.79,0,1
2,7,1,9147,1,Higher Education - Bachelor/Degree,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,140.0,0,0,0,0,7.6,2.6,0.32,0,1
1,51,1,9070,1,Complete Secondary Education,132.0,Incomplete Secondary Education,Incomplete Secondary Education,Other,Other,120.0,0,0,0,1,11.1,0.6,2.02,1,1
1,1,3,9500,1,Complete Secondary Education,147.0,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,134.3,1,0,0,0,12.7,3.7,-1.7,1,0
1,1,1,9773,1,Complete Secondary Education,158.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,144.7,1,0,0,1,12.7,3.7,-1.7,1,0
1,17,6,9500,1,Complete Secondary Education,142.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,131.9,1,0,0,0,13.9,-0.3,0.79,0,0
1,1,1,9773,1,Complete Secondary Education,143.0,Complete Secondary Education,Other Specific Qualifications,Craft and Related Trades,Craft and Related Trades,136.7,1,0,0,1,11.1,0.6,2.02,0,0
1,1,2,9070,1,Complete Secondary Education,135.0,Complete Secondary Education,Complete Secondary Education,Technicians,Agriculture and Fishery,129.8,1,0,0,0,9.4,-0.8,-3.12,1,0
1,1,1,9773,1,Complete Secondary Education,160.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Agriculture and Fishery,146.5,0,0,0,1,13.9,-0.3,0.79,1,0
1,43,1,9991,0,Complete Secondary Education,120.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Craft and Related Trades,122.5,1,0,0,0,9.4,-0.8,-3.12,1,1
1,39,2,9556,1,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Professionals,Agriculture and Fishery,117.8,0,0,0,0,13.9,-0.3,0.79,1,1
1,17,2,9556,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Craft and Related Trades,106.0,1,0,0,0,8.9,1.4,3.51,0,0
1,17,1,9556,1,Complete Secondary Education,133.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,119.0,0,0,0,0,12.7,3.7,-1.7,1,0
1,1,1,9670,1,Complete Secondary Education,120.0,Other Specific Qualifications,Incomplete Secondary Education,Technicians,Craft and Related Trades,115.1,0,0,0,0,10.8,1.4,1.74,1,0
1,17,4,9254,1,Complete Secondary Education,106.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,116.9,1,0,0,0,11.1,0.6,2.02,1,0
1,1,2,9773,1,Complete Secondary Education,148.0,Complete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,141.7,0,0,0,0,10.8,1.4,1.74,1,0
1,1,2,9070,1,Complete Secondary Education,134.0,Complete Secondary Education,Incomplete Secondary Education,Professionals,Professionals,127.7,1,0,0,0,13.9,-0.3,0.79,0,0
1,1,5,9500,1,Complete Secondary Education,130.0,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Administrative,122.1,1,0,0,1,12.4,0.5,1.79,1,0
1,16,1,9085,1,Complete Secondary Education,150.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,153.5,1,0,0,0,13.9,-0.3,0.79,0,0
1,1,1,171,1,Complete Secondary Education,141.0,Complete Secondary Education,Incomplete Secondary Education,Administrative,Craft and Related Trades,141.4,1,0,0,1,13.9,-0.3,0.79,1,0
1,1,1,9773,1,Complete Secondary Education,140.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,135.8,1,0,0,1,10.8,1.4,1.74,1,0
1,1,2,9500,1,Complete Secondary Education,138.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,127.5,1,0,0,1,16.2,0.3,-0.92,1,0
1,39,1,9991,0,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,151.6,0,0,0,0,16.2,0.3,-0.92,1,1
1,39,1,9500,1,Complete Secondary Education,133.1,Incomplete Secondary Education,Incomplete Secondary Education,Administrative,Service and Sales,121.4,0,0,0,0,13.9,-0.3,0.79,1,1
1,42,1,9500,1,Complete Secondary Education,133.0,Complete Secondary Education,Complete Secondary Education,Technicians,Technicians,100.0,0,0,0,0,12.7,3.7,-1.7,1,0
1,1,6,9500,1,Complete Secondary Education,150.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,131.5,1,0,0,1,12.7,3.7,-1.7,1,0
1,17,1,9147,1,Complete Secondary Education,117.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,109.3,0,0,0,0,9.4,-0.8,-3.12,0,1
1,1,1,9238,1,Complete Secondary Education,145.0,Incomplete Secondary Education,Complete Secondary Education,Service and Sales,Administrative,127.9,1,0,0,0,12.7,3.7,-1.7,1,0
1,7,1,9238,1,Higher Education - Bachelor/Degree,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,140.0,1,0,0,0,16.2,0.3,-0.92,1,1
1,44,1,9003,1,Other,160.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,160.0,0,0,0,1,15.5,2.8,-4.06,1,0
1,17,1,9238,1,Complete Secondary Education,125.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Management,Management,119.8,0,0,0,0,16.2,0.3,-0.92,1,0
4,43,4,9991,0,Basic Education (3rd Cycle),133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,153.0,0,0,0,0,7.6,2.6,0.32,0,1
1,1,2,9500,1,Complete Secondary Education,139.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,125.0,1,0,0,1,7.6,2.6,0.32,1,0
4,43,1,9500,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,103.7,0,0,0,0,10.8,1.4,1.74,1,1
1,7,1,9085,1,Higher Education - Bachelor/Degree,120.0,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,120.0,0,0,0,0,15.5,2.8,-4.06,0,1
1,1,1,9853,1,Complete Secondary Education,160.0,Complete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,146.0,1,0,0,0,9.4,-0.8,-3.12,1,0
1,17,3,9070,1,Complete Secondary Education,120.0,Higher Education - Undergraduate,Complete Secondary Education,Technicians,Technicians,116.9,1,0,0,0,8.9,1.4,3.51,1,0
2,39,1,9147,1,Complete Secondary Education,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,117.9,0,0,0,0,10.8,1.4,1.74,0,1
1,1,1,9147,1,Complete Secondary Education,124.0,Other Specific Qualifications,Incomplete Secondary Education,Professionals,Elementary Occupations,128.6,1,0,0,0,7.6,2.6,0.32,1,0
1,17,1,9853,1,Complete Secondary Education,150.0,Incomplete Secondary Education,Incomplete Secondary Education,Professionals,Technicians,135.0,0,0,0,0,12.7,3.7,-1.7,1,1
1,1,1,9991,0,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,124.6,0,0,0,0,15.5,2.8,-4.06,1,1
1,1,5,9500,1,Complete Secondary Education,135.0,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,124.0,1,0,0,1,9.4,-0.8,-3.12,1,0
1,1,6,9500,1,Complete Secondary Education,143.0,Other Specific Qualifications,Incomplete Secondary Education,Agriculture and Fishery,Plant and Machine Operators,129.5,1,0,0,1,10.8,1.4,1.74,1,0
2,39,1,8014,0,Other,100.0,Other Specific Qualifications,Incomplete Secondary Education,Other,Elementary Occupations,111.3,0,0,0,0,7.6,2.6,0.32,1,1
4,39,1,8014,0,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,95.0,0,0,0,0,8.9,1.4,3.51,0,1
2,1,1,9147,1,Complete Secondary Education,133.1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,131.8,0,0,0,0,7.6,2.6,0.32,0,1
1,1,5,9119,1,Complete Secondary Education,132.0,Other Specific Qualifications,Incomplete Secondary Education,Administrative,Professionals,119.1,0,0,0,0,9.4,-0.8,-3.12,0,0
1,17,1,9085,1,Complete Secondary Education,131.0,Other Specific Qualifications,Other Specific Qualifications,Other,Other,125.4,1,0,0,0,15.5,2.8,-4.06,1,0
1,16,1,9003,1,Complete Secondary Education,147.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,140.7,1,0,0,1,15.5,2.8,-4.06,1,0
1,43,1,9991,0,Complete Secondary Education,141.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,131.9,0,0,0,0,9.4,-0.8,-3.12,0,1
1,39,1,9238,1,Complete Secondary Education,160.0,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Professionals,124.0,0,0,1,0,10.8,1.4,1.74,1,1
1,1,1,9254,1,Complete Secondary Education,135.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,139.2,0,0,1,1,12.4,0.5,1.79,1,0
1,1,1,9500,1,Complete Secondary Education,133.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,121.8,0,0,1,1,9.4,-0.8,-3.12,1,0
1,17,1,171,1,Complete Secondary Education,142.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,132.9,0,0,1,0,12.7,3.7,-1.7,1,1
1,44,1,9003,1,Other,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,130.0,0,0,1,0,15.5,2.8,-4.06,0,1
2,39,1,9500,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.1,0,0,1,0,11.1,0.6,2.02,0,1
1,39,1,9500,1,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Agriculture and Fishery,124.5,0,0,1,0,11.1,0.6,2.02,0,1
2,39,1,9670,1,Complete Secondary Education,130.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,162.3,0,0,1,0,13.9,-0.3,0.79,0,1
1,1,2,9500,1,Complete Secondary Education,149.0,Incomplete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,137.8,1,0,1,0,12.7,3.7,-1.7,1,0
1,1,1,9670,1,Complete Secondary Education,130.0,Complete Secondary Education,Complete Secondary Education,Other,Other,119.5,0,0,1,0,9.4,-0.8,-3.12,0,0
1,39,1,9130,1,Complete Secondary Education,150.0,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,110.0,0,0,1,0,9.4,-0.8,-3.12,0,1
1,1,1,9238,1,Complete Secondary Education,106.0,Complete Secondary Education,Complete Secondary Education,Professionals,Professionals,105.0,0,0,1,0,11.1,0.6,2.02,1,0
1,1,1,171,1,Complete Secondary Education,162.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,142.8,1,0,1,0,12.7,3.7,-1.7,0,1
2,43,3,9991,0,Complete Secondary Education,120.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,128.2,1,0,1,0,7.6,2.6,0.32,0,1
2,39,1,9991,0,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Craft and Related Trades,120.0,0,0,1,0,12.7,3.7,-1.7,0,1
1,7,1,9119,1,Higher Education - Bachelor/Degree,130.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,130.0,0,0,1,0,12.7,3.7,-1.7,0,1
1,17,2,9670,1,Complete Secondary Education,128.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Craft and Related Trades,121.7,0,0,1,1,9.4,-0.8,-3.12,1,0
1,1,1,9003,1,Complete Secondary Education,124.0,Other Specific Qualifications,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,116.0,0,0,1,0,16.2,0.3,-0.92,1,0
2,39,1,9991,0,Complete Secondary Education,133.1,Other Specific Qualifications,Other Specific Qualifications,Administrative,Craft and Related Trades,133.2,0,0,1,0,13.9,-0.3,0.79,0,1
2,43,1,9991,0,Complete Secondary Education,114.0,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Craft and Related Trades,116.7,0,0,1,0,16.2,0.3,-0.92,0,1
1,1,2,9773,1,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Agriculture and Fishery,126.4,1,0,1,1,12.7,3.7,-1.7,1,0
1,39,1,9003,1,Complete Secondary Education,160.0,Complete Secondary Education,Other Specific Qualifications,Other,Other,140.0,0,0,1,0,11.1,0.6,2.02,1,1
1,1,1,9147,1,Complete Secondary Education,122.0,Complete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,120.3,1,0,1,1,8.9,1.4,3.51,0,0
1,39,1,9070,1,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Elementary Occupations,118.0,0,0,1,1,16.2,0.3,-0.92,0,1
1,15,1,9670,1,Complete Secondary Education,160.0,Other Specific Qualifications,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,149.5,1,0,1,0,13.9,-0.3,0.79,1,0
1,44,1,9003,1,Other,130.0,Complete Secondary Education,Higher Education - Undergraduate,Plant and Machine Operators,Service and Sales,130.0,0,0,1,1,13.9,-0.3,0.79,1,1
1,1,1,9670,1,Complete Secondary Education,141.0,Complete Secondary Education,Complete Secondary Education,Administrative,Plant and Machine Operators,126.3,0,0,1,1,13.9,-0.3,0.79,1,0
1,17,3,9147,1,Complete Secondary Education,127.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Agriculture and Fishery,116.2,0,0,1,0,9.4,-0.8,-3.12,0,0
1,17,1,9254,1,Complete Secondary Education,126.0,Other Specific Qualifications,Other Specific Qualifications,Administrative,Management,126.0,0,0,1,0,9.4,-0.8,-3.12,0,1
1,1,1,9670,1,Complete Secondary Education,131.0,Complete Secondary Education,Complete Secondary Education,Technicians,Plant and Machine Operators,122.3,0,0,1,0,9.4,-0.8,-3.12,1,0
1,1,1,9147,1,Complete Secondary Education,130.0,Incomplete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Agriculture and Fishery,119.5,1,0,1,1,12.4,0.5,1.79,1,0
1,44,1,9070,1,Other,130.0,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Plant and Machine Operators,131.8,0,0,1,1,12.4,0.5,1.79,1,1
1,17,6,9500,1,Complete Secondary Education,140.0,Complete Secondary Education,Complete Secondary Education,Technicians,Professionals,130.7,1,0,1,1,11.1,0.6,2.02,0,0
1,44,1,9130,1,Other,140.0,Complete Secondary Education,Incomplete Secondary Education,Technicians,Agriculture and Fishery,140.0,0,0,1,0,13.9,-0.3,0.79,1,0
1,1,1,171,1,Complete Secondary Education,140.0,Incomplete Secondary Education,Incomplete Secondary Education,Management,Management,129.5,1,0,1,0,10.8,1.4,1.74,0,0
4,39,1,9670,1,Other,133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Agriculture and Fishery,130.0,0,0,1,1,11.1,0.6,2.02,0,1
1,39,1,9670,1,Complete Secondary Education,120.0,Complete Secondary Education,Complete Secondary Education,Other,Technicians,114.0,1,0,1,0,7.6,2.6,0.32,0,1
1,43,1,9773,1,Complete Secondary Education,121.0,Complete Secondary Education,Complete Secondary Education,Technicians,Administrative,121.0,1,0,1,0,9.4,-0.8,-3.12,1,1
1,17,1,171,1,Complete Secondary Education,123.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Plant and Machine Operators,116.4,1,0,1,0,10.8,1.4,1.74,0,0
1,1,1,9119,1,Complete Secondary Education,136.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,121.7,1,0,1,0,7.6,2.6,0.32,0,0
2,42,1,9254,1,Complete Secondary Education,136.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Other,Other,130.0,1,0,1,0,7.6,2.6,0.32,0,1
1,43,1,9991,0,Complete Secondary Education,120.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,120.0,1,0,1,0,10.8,1.4,1.74,0,1
1,17,1,171,1,Complete Secondary Education,125.0,Other Specific Qualifications,Other Specific Qualifications,Agriculture and Fishery,Plant and Machine Operators,134.1,1,0,1,0,11.1,0.6,2.02,0,1
1,1,1,9670,1,Complete Secondary Education,146.0,Complete Secondary Education,Complete Secondary Education,Plant and Machine Operators,Craft and Related Trades,149.5,1,0,1,1,11.1,0.6,2.02,1,0
1,43,4,9670,1,Complete Secondary Education,117.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Technicians,Technicians,113.2,0,0,1,0,9.4,-0.8,-3.12,1,1
2,39,1,9991,0,Complete Secondary Education,150.0,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,146.0,0,0,1,0,12.7,3.7,-1.7,1,1
1,44,1,9003,1,Other,140.0,Incomplete Secondary Education,Other Specific Qualifications,Service and Sales,Agriculture and Fishery,140.0,1,0,1,0,12.4,0.5,1.79,1,0
2,39,1,9003,1,Complete Secondary Education,111.0,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,162.4,0,0,1,0,8.9,1.4,3.51,0,1
1,43,1,9500,1,Complete Secondary Education,120.0,Higher Education - Undergraduate,Higher Education - Undergraduate,Technicians,Administrative,136.6,0,0,1,0,13.9,-0.3,0.79,0,1
1,18,3,9119,1,Complete Secondary Education,111.0,Complete Secondary Education,Incomplete Secondary Education,Plant and Machine Operators,Craft and Related Trades,111.0,1,0,1,0,12.4,0.5,1.79,0,0
1,1,1,9500,1,Complete Secondary Education,118.0,Complete Secondary Education,Complete Secondary Education,Technicians,Elementary Occupations,115.7,0,0,1,0,13.9,-0.3,0.79,1,0
1,1,3,9670,1,Complete Secondary Education,106.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Professionals,105.7,1,0,1,0,8.9,1.4,3.51,1,0
1,42,1,9003,1,Other,120.0,Higher Education - Undergraduate,Complete Secondary Education,Management,Service and Sales,128.2,1,0,1,0,16.2,0.3,-0.92,1,1
1,1,1,9147,1,Complete Secondary Education,151.0,Complete Secondary Education,Other Specific Qualifications,Technicians,Agriculture and Fishery,137.0,1,0,1,0,8.9,1.4,3.51,1,0
2,39,1,9254,1,Other,133.1,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,120.0,0,0,1,0,9.4,-0.8,-3.12,0,1
1,39,1,9991,0,Complete Secondary Education,120.0,Higher Education - Postgraduate,Higher Education - Postgraduate,Other,Other,120.5,1,0,1,0,7.6,2.6,0.32,0,1
1,51,1,9991,0,Other,120.0,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Elementary Occupations,118.1,0,0,1,0,8.9,1.4,3.51,0,1
1,39,1,9991,0,Complete Secondary Education,110.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,139.0,0,0,1,0,12.7,3.7,-1.7,0,1
1,39,2,9147,1,Other,133.1,Other Specific Qualifications,Incomplete Secondary Education,Technicians,Elementary Occupations,116.3,0,0,1,0,10.8,1.4,1.74,0,1
1,17,5,9254,1,Complete Secondary Education,118.0,Incomplete Secondary Education,Other Specific Qualifications,Administrative,Administrative,120.5,1,0,1,0,7.6,2.6,0.32,0,0
1,1,1,9070,1,Complete Secondary Education,139.0,Complete Secondary Education,Incomplete Secondary Education,Professionals,Plant and Machine Operators,134.9,1,0,1,0,16.2,0.3,-0.92,1,0
1,17,1,9119,1,Complete Secondary Education,130.0,Complete Secondary Education,Higher Education - Undergraduate,Technicians,Management,123.0,0,0,1,0,9.4,-0.8,-3.12,0,0
1,17,1,9670,1,Complete Secondary Education,132.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,122.9,0,0,1,0,10.8,1.4,1.74,0,0
1,39,1,9991,0,Complete Secondary Education,100.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Technicians,140.0,0,0,1,0,15.5,2.8,-4.06,1,1
1,17,1,9085,1,Complete Secondary Education,120.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Craft and Related Trades,122.5,0,0,1,0,11.1,0.6,2.02,1,0
1,39,1,9991,0,Basic Education (3rd Cycle),133.1,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,121.5,0,0,1,0,7.6,2.6,0.32,1,1
1,17,3,9500,1,Complete Secondary Education,156.0,Incomplete Secondary Education,Other Specific Qualifications,Technicians,Plant and Machine Operators,132.3,1,0,1,1,7.6,2.6,0.32,1,0
1,17,4,9500,1,Complete Secondary Education,143.0,Incomplete Secondary Education,Other Specific Qualifications,Plant and Machine Operators,Service and Sales,131.5,1,0,1,1,13.9,-0.3,0.79,1,0
1,39,1,9670,1,Complete Secondary Education,140.0,Other Specific Qualifications,Other Specific Qualifications,Plant and Machine Operators,Plant and Machine Operators,148.0,1,0,1,0,12.7,3.7,-1.7,0,1
1,1,1,9500,1,Complete Secondary Education,127.0,Higher Education - Undergraduate,Incomplete Secondary Education,Professionals,Plant and Machine Operators,121.5,0,0,1,0,7.6,2.6,0.32,1,1
1,1,1,9500,1,Complete Secondary Education,135.0,Other Specific Qualifications,Incomplete Secondary Education,Other,Other,135.4,1,0,1,0,11.1,0.6,2.02,1,1
